player_id,name,club,position,price,xpts_gw1,xpts_gw2,xpts_gw3,xpts_gw4,xpts_gw5,status
268,Michał Dudek,Widzew Łódź,FWD,12.6,4.48,4.99,4.27,5.59,4.56,ok
269,Miłosz Górski,Widzew Łódź,FWD,9.5,2.88,3.38,2.84,3.76,2.72,ok
270,Igor Kamiński,Widzew Łódź,FWD,9.1,3.35,2.84,3.19,3.08,2.75,ok
271,Grzegorz Jankowski,Wisła Kraków,GK,6.6,3.21,3.92,3.08,3.95,3.84,ok
272,Patryk Dudek,Wisła Kraków,GK,4.3,1.56,1.65,1.9,1.7,1.68,ok
273,Patryk Szymański,Wisła Kraków,DEF,8.7,3.3,3.85,3.71,3.98,2.88,ok
274,Grzegorz Rutkowski,Wisła Kraków,DEF,4.9,1.54,1.67,1.46,1.43,1.8,ok
275,Sebastian Nowakowski,Wisła Kraków,DEF,7.4,2.25,2.36,2.4,2.5,2.57,ok
276,Kacper Kubiak,Wisła Kraków,DEF,5.2,1.56,1.9,1.76,1.83,1.59,ok
277,Krzysztof Kowalski,Wisła Kraków,DEF,4.1,1.34,1.43,1.42,1.32,1.35,ok
278,Adam Zieliński,Wisła Kraków,DEF,3.7,1.11,0.98,1.15,1.0,1.1,ok
279,Karol Nowakowski,Wisła Kraków,MID,6.4,2.23,1.84,2.21,2.03,2.07,ok
280,Igor Wójcik,Wisła Kraków,MID,9.8,3.71,3.97,3.87,3.44,3.01,ok
281,Grzegorz Kubiak,Wisła Kraków,MID,6.2,2.3,2.06,1.99,1.79,1.66,ok
282,Krzysztof Krawczyk,Wisła Kraków,MID,7.5,2.2,2.05,2.57,2.54,2.14,ok
283,Adam Kowalski,Wisła Kraków,MID,8.4,3.37,2.69,2.63,3.3,2.46,ok
284,Antoni Pawłowski,Wisła Kraków,MID,6.8,2.32,2.49,2.01,2.41,2.36,ok
285,Łukasz Sikora,Wisła Kraków,FWD,11.6,3.88,4.01,3.72,3.46,3.86,ok
286,Michał Zieliński,Wisła Kraków,FWD,10.5,3.17,3.5,3.73,3.56,3.25,ok
287,Filip Wiśniewski,Wisła Kraków,FWD,4.6,1.46,1.19,1.45,1.56,1.38,ok
288,Mateusz Sadowski,Wisła Kraków,FWD,12.6,5.82,4.72,4.8,4.21,4.64,ok
289,Szymon Michalski,Śląsk Wrocław,GK,6.1,3.27,2.63,2.96,2.73,2.93,ok
290,Kamil Wysocki,Śląsk Wrocław,GK,6.9,3.57,4.24,4.29,4.19,3.74,ok
291,Piotr Nowakowski,Śląsk Wrocław,DEF,5.5,1.77,2.04,1.7,1.59,1.89,ok
292,Kamil Sikora,Śląsk Wrocław,DEF,8.5,3.58,3.58,3.17,3.34,3.68,ok
293,Dawid Szymański,Śląsk Wrocław,DEF,5.9,1.87,1.83,2.09,1.93,2.27,ok
294,Jakub Wiśniewski,Śląsk Wrocław,DEF,8.1,3.65,3.23,3.07,3.5,3.33,ok
295,Paweł Wieczorek,Śląsk Wrocław,DEF,3.8,1.16,0.92,1.09,0.98,0.87,ok
296,Rafał Krawczyk,Śląsk Wrocław,DEF,6.6,2.4,2.38,2.31,2.4,2.47,ok
297,Bartosz Sikora,Śląsk Wrocław,MID,12.2,5.68,4.08,5.38,5.23,4.56,ok
298,Antoni Walczak,Śląsk Wrocław,MID,12.1,5.22,4.49,4.58,5.73,3.95,ok
299,Michał Nowakowski,Śląsk Wrocław,MID,9.8,2.97,3.79,3.37,3.67,3.43,ok
300,Igor Pawłowski,Śląsk Wrocław,MID,8.8,2.59,2.66,3.54,3.1,2.58,ok
301,Maksymilian Michalski,Śląsk Wrocław,MID,9.5,3.57,3.62,2.95,3.27,3.38,ok
302,Sebastian Ostrowski,Śląsk Wrocław,MID,11.7,5.42,5.06,5.31,3.98,4.7,ok
303,Igor Zieliński,Śląsk Wrocław,FWD,9.8,3.65,3.56,3.91,3.69,4.36,ok
304,Michał Pietrzak,Śląsk Wrocław,FWD,8.5,2.52,2.8,2.55,2.17,2.16,ok
305,Grzegorz Kołodziej,Śląsk Wrocław,FWD,12.6,4.25,4.28,6.03,4.18,6.11,ok
306,Mateusz Krawczyk,Śląsk Wrocław,FWD,5.9,1.66,1.92,1.87,1.96,1.53,ok
307,Krzysztof Ostrowski,Wieczysta Kraków,GK,6.4,3.74,3.08,3.62,3.13,3.57,ok
308,Konrad Kołodziej,Wieczysta Kraków,GK,4.0,1.66,1.49,1.47,1.57,1.73,ok
309,Antoni Górski,Wieczysta Kraków,DEF,4.1,0.98,1.22,1.0,1.13,1.04,ok
310,Rafał Baran,Wieczysta Kraków,DEF,8.1,2.96,3.81,3.53,2.98,3.17,ok
311,Maksymilian Wiśniewski,Wieczysta Kraków,DEF,7.9,2.64,3.32,3.16,2.86,2.94,ok
312,Dawid Górski,Wieczysta Kraków,DEF,5.7,2.05,1.73,1.88,1.82,2.23,ok
313,Antoni Marciniak,Wieczysta Kraków,DEF,3.7,0.96,0.99,1.02,0.97,0.96,ok
314,Antoni Michalak,Wieczysta Kraków,DEF,5.3,1.59,1.87,1.37,1.42,1.7,ok
315,Wojciech Kowalczyk,Wieczysta Kraków,MID,8.3,2.81,2.76,3.25,3.29,2.24,ok
316,Oskar Lewandowski,Wieczysta Kraków,MID,11.4,4.85,4.85,4.32,4.17,5.17,ok
317,Maksymilian Dąbrowski,Wieczysta Kraków,MID,9.8,3.9,3.87,3.52,3.71,3.29,ok
318,Piotr Wójcik,Wieczysta Kraków,MID,10.0,4.34,4.18,3.74,4.36,4.22,ok
319,Krzysztof Dąbrowski,Wieczysta Kraków,MID,5.2,1.61,1.39,1.39,1.45,1.32,ok
320,Dawid Wilk,Wieczysta Kraków,MID,4.6,1.23,1.41,1.33,1.5,1.24,ok
321,Nikodem Mazur,Wieczysta Kraków,FWD,9.5,2.69,3.23,3.82,2.92,3.5,ok
322,Piotr Jankowski,Wieczysta Kraków,FWD,6.8,1.61,1.71,1.79,2.13,1.75,ok
323,Marcin Górski,Wieczysta Kraków,FWD,6.2,2.07,1.92,1.62,1.98,2.14,ok
324,Szymon Wójcik,Wieczysta Kraków,FWD,5.2,1.69,1.42,1.32,1.35,1.52,ok
